id,difficulty,terrain,date_hidden,favorites
GC53FXX,2,1.5,4/26/2014,1
GC532RT,1.5,1.5,4/26/2014,0
GC52ZFN,2,1.5,4/26/2014,32
GC516J9,3.5,2,4/26/2014,11
GC50QW9,2.5,1.5,4/26/2014,6
GC4YA1C,3.5,2,4/26/2014,3
GC4D6TY,4,1.5,4/26/2014,6
GC53ENW,2.5,1.5,4/25/2014,16
GC53EM7,1.5,1.5,4/25/2014,0
GC53EM3,1.5,1.5,4/25/2014,0
GC53EJG,1.5,1.5,4/25/2014,0
GC53EGB,2,3,4/25/2014,0
GC53EBY,1.5,1.5,4/25/2014,1
GC53E50,1.5,1.5,4/25/2014,0
GC53E4Y,1.5,1.5,4/25/2014,0
GC53E4V,1.5,1.5,4/25/2014,0
GC53E4Q,2,2,4/25/2014,0
GC53E4P,2,1.5,4/25/2014,0
GC53E4G,1.5,1.5,4/25/2014,0
GC53E4B,1.5,1.5,4/25/2014,0
GC53E4A,2,2,4/25/2014,0
GC53E46,2,2,4/25/2014,0
GC53E45,1.5,1.5,4/25/2014,0
GC53E41,2,1.5,4/25/2014,0
GC53E3W,2,1.5,4/25/2014,0
GC53E3Q,1.5,1.5,4/25/2014,0
GC53E3K,2,2,4/25/2014,1
GC53E3J,1.5,1.5,4/25/2014,0
GC53E3E,2,2,4/25/2014,2
GC53E39,1.5,1.5,4/25/2014,0
GC53E37,1.5,1.5,4/25/2014,0
GC53E36,1.5,1.5,4/25/2014,0
GC53E31,1.5,1.5,4/25/2014,0
GC53E2X,1.5,1.5,4/25/2014,0
GC53E2W,1.5,1.5,4/25/2014,0
GC53E2T,1.5,1.5,4/25/2014,0
GC53E2Q,1.5,1.5,4/25/2014,0
GC53E2K,1.5,1.5,4/25/2014,0
GC53E2J,2,2,4/25/2014,0
GC53E2G,2,2,4/25/2014,0
GC53E2C,2,2,4/25/2014,0
GC53E27,1.5,1.5,4/25/2014,0
GC53E25,2,2,4/25/2014,0
GC53E20,2,2,4/25/2014,0
GC53DD1,2.5,3.5,4/25/2014,2
GC53YCV,2,1.5,4/24/2014,2
GC53YCM,2,1.5,4/24/2014,0
GC53X07,1,1.5,4/24/2014,0
GC53CX6,1.5,2.5,4/24/2014,2
GC53CVR,3,2,4/24/2014,8
GC53CRA,2.5,3.5,4/24/2014,1
GC53CR6,2,1.5,4/24/2014,2
GC53CQK,1.5,1.5,4/24/2014,0
GC53CQ8,1,1.5,4/24/2014,0
GC53CQ4,1.5,2.5,4/24/2014,1
GC53CPM,2,3,4/24/2014,1
GC53CPD,2.5,3.5,4/24/2014,0
GC53CMJ,2,2.5,4/24/2014,2
GC53CKP,3,1.5,4/24/2014,24
GC53CF7,1.5,5,4/24/2014,2
GC53BM2,3.5,2,4/24/2014,6
GC53BC8,2,1.5,4/24/2014,0
GC53BBN,1,1,4/24/2014,62
GC51H22,3,1,4/24/2014,25
GC53AV3,3,1.5,4/23/2014,4
GC53ATA,2,5,4/23/2014,9
GC53AQE,2.5,1.5,4/23/2014,9
GC53AHR,2.5,2,4/23/2014,0
GC53AEQ,1.5,3,4/23/2014,0
GC53AEA,2,2,4/23/2014,0
GC53AE3,2.5,1.5,4/23/2014,2
GC53A4Z,5,3.5,4/23/2014,26
GC53A17,1.5,2,4/23/2014,1
GC539ZE,4.5,2.5,4/23/2014,14
GC539XH,2.5,2.5,4/23/2014,0
GC539XA,2.5,2.5,4/23/2014,0
GC539X7,2.5,2.5,4/23/2014,0
GC539X1,2.5,2.5,4/23/2014,0
GC539WX,2.5,2.5,4/23/2014,0
GC539WV,2.5,2.5,4/23/2014,0
GC539WR,2.5,2.5,4/23/2014,0
GC539WK,3,3,4/23/2014,0
GC539WD,3,3,4/23/2014,0
GC539W0,3,3,4/23/2014,0
GC539FE,3.5,3.5,4/23/2014,0
GC539FC,3.5,3.5,4/23/2014,0
GC539F6,4,4.5,4/23/2014,1
GC539F0,4,3.5,4/23/2014,0
GC539EX,4,4,4/23/2014,0
GC539EH,3.5,4,4/23/2014,0
GC539E9,4,4,4/23/2014,0
GC539C0,2,1,4/23/2014,22
GC536DP,2,1.5,4/23/2014,1
GC52X24,4,3,4/23/2014,0
GC539BC,1.5,1.5,4/22/2014,2
GC538JM,1.5,2,4/22/2014,2
GC538BG,2.5,3,4/22/2014,28
GC5389Y,2,2,4/22/2014,7
GC5389X,1.5,1.5,4/22/2014,0
GC5389N,1.5,3,4/22/2014,0
GC5389K,1.5,3,4/22/2014,0
GC53899,1.5,3.5,4/22/2014,1
GC53884,2.5,3.5,4/22/2014,2
GC5387K,2,2,4/22/2014,0
GC5384Z,1.5,2,4/22/2014,0
GC5384Q,2,2,4/22/2014,0
GC5384F,2.5,2,4/22/2014,0
GC5384C,2,2,4/22/2014,0
GC53842,2,1.5,4/22/2014,0
GC5383Z,2,1.5,4/22/2014,0
GC5383X,2,2,4/22/2014,0
GC5383T,2,2,4/22/2014,0
GC5383Q,2,2,4/22/2014,0
GC5383J,2,1.5,4/22/2014,0
GC5383E,2,1.5,4/22/2014,1
GC5383C,2,2,4/22/2014,0
GC5383A,2,2,4/22/2014,0
GC53832,2,1.5,4/22/2014,1
GC53831,2,2,4/22/2014,0
GC5382Y,2,2,4/22/2014,0
GC5382R,2,2,4/22/2014,0
GC5382M,2,2,4/22/2014,0
GC5382J,2,2,4/22/2014,0
GC5382C,2,2,4/22/2014,0
GC53825,2,2,4/22/2014,0
GC53822,2,2,4/22/2014,0
GC5381V,2,2,4/22/2014,0
GC5381P,2,2,4/22/2014,0
GC5381H,2,2,4/22/2014,0
GC537JR,2.5,2,4/22/2014,6
GC537DC,1.5,1.5,4/22/2014,0
GC536H1,2,1.5,4/22/2014,27
GC51XAV,3,1.5,4/22/2014,16
GC4YDCJ,1.5,3,4/22/2014,0
GC53Q98,2,1.5,4/21/2014,20
GC536B5,1.5,1,4/21/2014,5
GC53648,3,2,4/21/2014,28
GC535TD,4,1.5,4/21/2014,10
GC535NR,1.5,1.5,4/21/2014,1
GC535AX,1.5,2.5,4/21/2014,3
GC5E6HK,3,1.5,4/20/2014,7
GC54R5J,2.5,1,4/20/2014,7
GC53YCB,3,1.5,4/20/2014,0
GC53CJD,2,1.5,4/20/2014,0
GC532PX,1,1.5,4/20/2014,1
GC532E8,2.5,1.5,4/20/2014,2
GC532AX,1.5,3.5,4/20/2014,0
GC5329R,1.5,3.5,4/20/2014,1
GC531YC,4.5,5,4/20/2014,10
GC531VY,4.5,1.5,4/20/2014,13
GC531H5,1.5,2,4/20/2014,1
GC53YBP,2.5,1.5,4/19/2014,0
GC53HBD,2,1.5,4/19/2014,0
GC53EYK,2,1.5,4/19/2014,0
GC5386J,1.5,3.5,4/19/2014,2
GC533A6,4.5,3.5,4/19/2014,15
GC5337N,5,4.5,4/19/2014,10
GC5336B,4.5,4.5,4/19/2014,7
GC531X1,4.5,4,4/19/2014,8
GC531WT,2,3,4/19/2014,0
GC531C4,1.5,2.5,4/19/2014,1
GC530HD,2.5,3.5,4/19/2014,0
GC530GJ,3.5,5,4/19/2014,0
GC530G3,2,5,4/19/2014,1
GC530G0,4,5,4/19/2014,10
GC530FW,2.5,5,4/19/2014,0
GC530F9,2,1.5,4/19/2014,0
GC530EV,3,1.5,4/19/2014,2
GC530E6,2.5,1.5,4/19/2014,0
GC530DN,1.5,1.5,4/19/2014,10
GC530CX,1,3,4/19/2014,0
GC530AE,2.5,3.5,4/19/2014,0
GC5309K,1.5,1.5,4/19/2014,1
GC5305F,1.5,1.5,4/19/2014,31
GC5304D,1.5,1.5,4/19/2014,11
GC5303W,2,1.5,4/19/2014,61
GC53033,2,1.5,4/19/2014,35
GC5302H,1.5,2,4/19/2014,0
GC5302B,3,3,4/19/2014,1
GC5301X,1.5,3,4/19/2014,0
GC5301C,1.5,3,4/19/2014,0
GC5300Z,1.5,3,4/19/2014,0
GC52ZYX,2,1.5,4/19/2014,43
GC52ZY1,2,1.5,4/19/2014,19
GC52ZPR,2,2,4/19/2014,1
GC52Z9P,1,2.5,4/19/2014,0
GC51TYM,4,4.5,4/19/2014,14
GC4WZ16,2,2,4/19/2014,2
GC54P9A,2.5,2.5,4/18/2014,40
GC53Y9F,2,2,4/18/2014,1
GC53EXW,2.5,1.5,4/18/2014,1
GC53EXG,2,1.5,4/18/2014,0
GC53EH0,2.5,1.5,4/18/2014,17
GC534CQ,1.5,2.5,4/18/2014,0
GC530JV,3,1.5,4/18/2014,0
GC52ZD0,2,3,4/18/2014,1
GC52Z6R,2,2,4/18/2014,0
GC52Z4Z,1,2.5,4/18/2014,5
GC52XHD,3,4,4/18/2014,1
GC52XF1,4,1.5,4/18/2014,11
GC52XCT,1.5,2,4/18/2014,6
GC52X9T,2,1.5,4/18/2014,15
GC52X61,2,1.5,4/18/2014,6
GC52WZ4,1.5,2,4/18/2014,0
GC52WW4,1.5,1.5,4/18/2014,1
GC52WTM,1.5,1.5,4/18/2014,2
GC52WT6,3,1.5,4/18/2014,8
GC52WT3,1.5,1.5,4/18/2014,0
GC52WQ5,2,2.5,4/18/2014,0
GC52W5R,2,3.5,4/18/2014,5
GC52W1N,1.5,1.5,4/18/2014,4
GC52VG4,1.5,1.5,4/18/2014,1
GC528K2,1.5,2,4/18/2014,4
GC51WH5,4.5,4,4/18/2014,13
GC52XH2,2,3,4/17/2014,3
GC52V06,2,1.5,4/17/2014,0
GC52TZZ,2.5,1.5,4/17/2014,0
GC52TZT,2,1.5,4/17/2014,0
GC52TZC,2,1.5,4/17/2014,0
GC52TZ1,2.5,2,4/17/2014,8
GC52TW1,1.5,1.5,4/17/2014,0
GC52TVR,1.5,4,4/17/2014,0
GC52TVK,2,3,4/17/2014,1
GC52TVJ,2,2,4/17/2014,2
GC52TT4,2,4,4/17/2014,0
GC52TRX,2,3.5,4/17/2014,1
GC52TNX,2.5,2.5,4/17/2014,3
GC52TN8,2.5,1.5,4/17/2014,4
GC52TJG,1.5,2.5,4/17/2014,1
GC52R4T,2,2.5,4/17/2014,7
GC52QN4,1.5,2,4/17/2014,0
GC52PN1,3.5,2,4/16/2014,2
GC52PMR,3,2,4/16/2014,3
GC52PMB,3,1,4/16/2014,4
GC52PM8,2,2.5,4/16/2014,2
GC52PM6,2,2.5,4/16/2014,0
GC52PKX,2,2.5,4/16/2014,0
GC52PKQ,2,3,4/16/2014,2
GC52PKN,1.5,2,4/16/2014,0
GC52PKJ,3,2,4/16/2014,2
GC52PJJ,2,3,4/16/2014,0
GC52PF5,3,1.5,4/16/2014,2
GC52PEZ,3,1.5,4/16/2014,6
GC52PEM,3,1.5,4/16/2014,3
GC52P0Q,1.5,2,4/16/2014,1
GC52NXJ,2,2,4/16/2014,23
GC52NTB,2.5,1.5,4/16/2014,1
GC52MR6,2,4,4/16/2014,7
GC52KNN,3,1.5,4/16/2014,8
GC52PQW,3,1.5,4/15/2014,0
GC52PQJ,1.5,1.5,4/15/2014,0
GC52MTF,1.5,1,4/15/2014,3
GC52MTB,1.5,1.5,4/15/2014,0
GC52MT7,2,3.5,4/15/2014,2
GC52MT4,2,3,4/15/2014,1
GC52MRX,2,3,4/15/2014,1
GC52MRF,2,3.5,4/15/2014,1
GC52MQZ,1.5,1,4/15/2014,66
GC52MQX,1.5,2.5,4/15/2014,0
GC52MNG,2,1,4/15/2014,14
GC52MMX,3,1.5,4/15/2014,25
GC52MFX,2.5,2.5,4/15/2014,9
GC52M8T,1.5,1.5,4/15/2014,3
GC52M7J,4,1.5,4/15/2014,1
GC530D5,3,2,4/14/2014,2
GC52ZDD,2.5,2.5,4/14/2014,29
GC52MWM,2,1.5,4/14/2014,0
GC52MWF,2,1,4/14/2014,0
GC52MQT,2,2.5,4/14/2014,1
GC52MK6,2,3,4/14/2014,2
GC52KPB,1.5,2,4/14/2014,2
GC52JJY,1.5,1.5,4/14/2014,2
GC52JD6,1,3.5,4/14/2014,0
GC52JAQ,2.5,1.5,4/14/2014,2
GC52HX3,1.5,1.5,4/14/2014,2
GC52GZK,1.5,1.5,4/14/2014,0
GC4QMNT,4.5,1.5,4/14/2014,11
GC5322E,2.5,3,4/13/2014,1
GC52ZD4,2,1.5,4/13/2014,13
GC52MGN,1.5,2,4/13/2014,1
GC52MFZ,1.5,1.5,4/13/2014,3
GC52MBR,1.5,1.5,4/13/2014,1
GC52M6Y,1.5,1.5,4/13/2014,1
GC52M4R,1,2.5,4/13/2014,0
GC52CWP,2,2,4/12/2014,7
GC52CVW,4,3,4/12/2014,3
GC52CVC,1.5,1.5,4/12/2014,6
GC52CT0,1.5,1.5,4/12/2014,0
GC52CNA,1.5,2,4/12/2014,2
GC52CM2,1.5,2.5,4/12/2014,0
GC52BY1,2,1.5,4/12/2014,33
GC4XM3A,1.5,1.5,4/12/2014,1
GC52AN7,1,2,4/11/2014,3
GC52AKQ,2.5,2.5,4/11/2014,1
GC52AH9,2,2,4/11/2014,2
GC52AH1,2.5,3,4/11/2014,0
GC52AEV,3,4.5,4/11/2014,1
GC52AE9,2,1,4/11/2014,36
GC52AD1,1.5,3.5,4/11/2014,0
GC52ABG,2,2.5,4/11/2014,10
GC52AAT,1.5,2.5,4/11/2014,5
GC52AAE,3,2.5,4/11/2014,4
GC52A75,1.5,2.5,4/11/2014,5
GC52A3V,2,3.5,4/11/2014,7
GC529QC,1.5,1.5,4/11/2014,0
GC529K3,3,1.5,4/11/2014,15
GC51841,2,3.5,4/11/2014,0
GC5183X,2.5,3.5,4/11/2014,1
GC507X1,1.5,3.5,4/11/2014,1
GC2RRWX,4,1.5,4/11/2014,7
GC52CCT,2,3.5,4/10/2014,0
GC52CC5,2,3.5,4/10/2014,1
GC52CBF,2,3.5,4/10/2014,0
GC52CAZ,1.5,3,4/10/2014,0
GC52AFE,2,3,4/10/2014,0
GC52AF1,1.5,3,4/10/2014,0
GC52A4V,2,2,4/10/2014,0
GC52900,3.5,2,4/10/2014,8
GC528ZP,1,1,4/10/2014,2
GC528YD,1.5,1.5,4/10/2014,0
GC528XF,5,5,4/10/2014,19
GC528X6,1,1,4/10/2014,2
GC528WR,1.5,1.5,4/10/2014,1
GC528RN,1,3.5,4/10/2014,0
GC528KH,1.5,2.5,4/10/2014,1
GC528K0,2,1.5,4/10/2014,10
GC528HR,1.5,1.5,4/10/2014,1
GC528G3,1.5,2.5,4/10/2014,0
GC5277E,3,4.5,4/10/2014,8
GC5272W,2.5,1.5,4/9/2014,2
GC5270M,1,1,4/9/2014,6
GC526ZT,2,3.5,4/9/2014,0
GC526YA,1.5,1.5,4/9/2014,2
GC526VF,2,2.5,4/9/2014,0
GC526PM,2.5,1.5,4/9/2014,16
GC526PC,2.5,3,4/9/2014,0
GC526NZ,2.5,2,4/9/2014,0
GC525BR,2,1.5,4/9/2014,1
GC525AV,2,1.5,4/9/2014,0
GC5259A,2,1.5,4/9/2014,0
GC523ZP,2.5,1.5,4/9/2014,12
GC523P1,2,1.5,4/9/2014,1
GC522D9,2,2,4/9/2014,0
GC522CA,2,2,4/9/2014,0
GC521W0,1.5,1.5,4/9/2014,1
GC52NB2,1.5,1.5,4/8/2014,10
GC5273C,2,2,4/8/2014,0
GC521YR,2,1.5,4/8/2014,2
GC521YM,1.5,1.5,4/8/2014,0
GC521YH,2,1.5,4/8/2014,1
GC521YD,1.5,1.5,4/8/2014,0
GC521YA,1.5,1.5,4/8/2014,1
GC521Y4,1.5,1.5,4/8/2014,0
GC521VB,2,3,4/8/2014,0
GC521TR,2,3,4/8/2014,1
GC521N0,1.5,3,4/8/2014,0
GC521MJ,1.5,5,4/8/2014,22
GC5216C,2,2.5,4/8/2014,0
GC520X2,1.5,2,4/8/2014,1
GC5200A,2,2,4/8/2014,5
GC5205G,5,1.5,4/7/2014,8
GC5204Y,1.5,1.5,4/7/2014,0
GC52048,2,3,4/7/2014,0
GC5202V,3,3,4/7/2014,1
GC52G0N,1.5,1.5,4/6/2014,2
GC52G04,1.5,1.5,4/6/2014,2
GC51ZZK,4,2,4/6/2014,6
GC51ZZ2,3,2,4/6/2014,7
GC51ZYR,2.5,2,4/6/2014,5
GC51Y13,1.5,1.5,4/6/2014,3
GC51Y10,3.5,1.5,4/6/2014,1
GC51Y0N,1.5,1.5,4/6/2014,40
GC51XVV,1.5,2,4/6/2014,0
GC51XRF,2,3.5,4/6/2014,0
GC51XKJ,2,2,4/6/2014,2
GC51XJ0,1.5,2.5,4/6/2014,0
GC51XGN,5,1,4/6/2014,41
GC51XFQ,2,1.5,4/6/2014,1
GC51XEQ,1.5,1.5,4/6/2014,1
GC51WR3,4.5,1,4/6/2014,8
GC51W92,1.5,1.5,4/6/2014,0
GC52055,2,2,4/5/2014,0
GC51YN6,1.5,2,4/5/2014,1
GC51XM1,2,2,4/5/2014,1
GC51VVC,2,3.5,4/5/2014,1
GC51V2K,1.5,1.5,4/5/2014,1
GC51V2B,2,2,4/5/2014,9
GC51TZR,1.5,1.5,4/5/2014,0
GC51TPW,2.5,2.5,4/5/2014,1
GC51TPM,2.5,2.5,4/5/2014,1
GC51TNA,1.5,3,4/5/2014,0
GC51TGQ,2.5,4,4/5/2014,5
GC51TG1,3,3.5,4/5/2014,1
GC51TET,3.5,1.5,4/5/2014,1
GC51T0W,2,2.5,4/5/2014,5
GC51RZE,1.5,1.5,4/5/2014,0
GC51RVX,2.5,2.5,4/5/2014,0
GC51RVT,1.5,1.5,4/5/2014,0
GC51RVF,2,1.5,4/5/2014,1
GC51RVC,2,2,4/5/2014,0
GC51RV8,2,2,4/5/2014,0
GC51RV6,2,2,4/5/2014,0
GC51RV5,2,2,4/5/2014,1
GC51RV2,2,2,4/5/2014,0
GC51RTQ,2,2,4/5/2014,0
GC51RTN,2,2,4/5/2014,0
GC51RTM,2,2,4/5/2014,0
GC51RTG,2,2,4/5/2014,0
GC51RRC,3.5,1.5,4/5/2014,6
GC51RR2,1.5,2,4/5/2014,4
GC51RKC,2,2,4/5/2014,0
GC51RK7,2,2,4/5/2014,0
GC51RJZ,2,2,4/5/2014,0
GC51RJQ,2,2,4/5/2014,0
GC51RJG,2,2,4/5/2014,0
GC51RJC,2,2,4/5/2014,0
GC51RJ7,2,2,4/5/2014,0
GC51RJ1,2,2,4/5/2014,0
GC51RHZ,2,2,4/5/2014,0
GC51RHW,2,2,4/5/2014,0
GC51RHR,2,2,4/5/2014,0
GC51RFZ,1,2,4/5/2014,183
GC51RF9,2,2,4/5/2014,0
GC51RF7,2,2,4/5/2014,0
GC51REZ,2,2,4/5/2014,0
GC51REW,2,2,4/5/2014,0
GC51REB,2,2,4/5/2014,0
GC51RE7,2,2,4/5/2014,1
GC51QKE,5,5,4/5/2014,16
GC51TX4,2,3.5,4/4/2014,1
GC51TWH,1.5,3.5,4/4/2014,0
GC51TWA,1.5,3.5,4/4/2014,1
GC51TW5,1.5,3.5,4/4/2014,2
GC51TVX,1.5,3.5,4/4/2014,0
GC51QJ1,3,2,4/4/2014,0
GC51QG2,2,3,4/4/2014,10
GC51QFY,2.5,3.5,4/4/2014,1
GC51QDW,1.5,2,4/4/2014,2
GC51QCR,2.5,1.5,4/4/2014,1
GC51QAZ,1.5,2,4/4/2014,3
GC51Q6D,1.5,1,4/4/2014,4
GC51PP9,3,3,4/4/2014,22
GC51NXK,1.5,1.5,4/4/2014,0
GC51NXG,1.5,1.5,4/4/2014,0
GC51NX7,1.5,1.5,4/4/2014,0
GC51NNQ,1.5,3.5,4/4/2014,0
GC51NKJ,2,1.5,4/4/2014,0
GC51KVJ,2,2.5,4/4/2014,0
GC51DB2,2,1.5,4/4/2014,4
GC51D2N,2,1.5,4/4/2014,22
GC50ZE5,1.5,2,4/4/2014,38
GC4ZPWE,2,2,4/4/2014,0
GC4ZP56,5,2.5,4/4/2014,3
GC51NMA,3.5,5,4/3/2014,23
GC51NKN,1.5,1.5,4/3/2014,3
GC51NKF,2,2,4/3/2014,6
GC51KXM,2.5,1.5,4/2/2014,0
GC51KXA,2.5,2,4/2/2014,0
GC51KTA,1,1,4/2/2014,1
GC51KP9,2,3,4/2/2014,0
GC51JNF,2,3,4/2/2014,32
GC51JE5,3,2,4/2/2014,11
GC51KMK,2.5,4,4/1/2014,1
GC51JT1,3.5,4,4/1/2014,2
GC51JQ1,3,3.5,4/1/2014,4
GC51HVQ,2,1.5,4/1/2014,1
GC51HMX,3,1.5,4/1/2014,22
GC51HK0,1.5,2,4/1/2014,3
GC51HC2,3.5,4,4/1/2014,0
GC51HBN,2.5,4,4/1/2014,0
GC51HAE,1.5,1.5,4/1/2014,3
GC51H8Q,2,2,4/1/2014,0
GC51H8B,2,2,4/1/2014,0
GC51FVB,4,4,4/1/2014,0
GC4YJC1,4.5,2,4/1/2014,0
GC4WJWG,2,3,4/1/2014,0
GC51HKE,1.5,3,3/31/2014,1
GC51HJT,2.5,3,3/31/2014,0
GC51H1W,1.5,3.5,3/31/2014,0
GC51H13,2,4,3/31/2014,1
GC51GZX,2,4,3/31/2014,1
GC51FEN,2,3,3/31/2014,1
GC51FEK,2,3,3/31/2014,0
GC51F9V,1,4,3/31/2014,3
GC51F9K,2.5,1.5,3/31/2014,2
GC4Z9XP,2,2,3/31/2014,10
GC4Z90Q,3,2,3/31/2014,1
GC544G8,2,3,3/30/2014,1
GC51GGJ,1.5,1.5,3/30/2014,0
GC51DRT,1.5,2.5,3/30/2014,1
GC51D31,1.5,1.5,3/30/2014,1
GC51D0H,1.5,1.5,3/30/2014,0
GC51CY0,2.5,3.5,3/30/2014,0
GC51CXQ,2,1,3/30/2014,24
GC51CVY,2,4,3/30/2014,1
GC51CVJ,1.5,1.5,3/30/2014,1
GC51CT3,2.5,2,3/30/2014,8
GC51CNR,1.5,3,3/30/2014,8
GC51CNK,1.5,3,3/30/2014,0
GC51CN2,1.5,1.5,3/30/2014,10
GC51CJ5,1.5,1.5,3/30/2014,47
GC51C7G,1.5,1.5,3/30/2014,9
GC51C3H,1.5,1.5,3/30/2014,1
GC51B9Z,2,2,3/30/2014,2
GC51B5X,2,2,3/30/2014,0
GC51B5Q,2,2,3/30/2014,0
GC51B5M,2,2,3/30/2014,0
GC51B5D,2,2,3/30/2014,0
GC51B59,2,2,3/30/2014,0
GC51B53,2,2,3/30/2014,0
GC51B4Y,2,2,3/30/2014,0
GC51B4T,2,2,3/30/2014,0
GC51B4Q,2,2,3/30/2014,0
GC51B4M,2,2,3/30/2014,0
GC51B4F,2,2,3/30/2014,0
GC51B4B,2,2,3/30/2014,0
GC51B46,2,2,3/30/2014,0
GC51B42,2,2,3/30/2014,0
GC51B40,2,2,3/30/2014,0
GC51B3K,2,2,3/30/2014,1
GC51B3F,2,2,3/30/2014,0
GC51B3D,2,2,3/30/2014,0
GC51B3B,2,2,3/30/2014,0
GC51B38,2,2,3/30/2014,0
GC51B34,2,2,3/30/2014,0
GC51B32,2,2,3/30/2014,0
GC51B30,2,2,3/30/2014,0
GC51APD,1.5,1.5,3/30/2014,4
GC51HW3,2.5,1.5,3/29/2014,0
GC51HVV,2,1.5,3/29/2014,0
GC51A9D,2,2,3/29/2014,0
GC51A6B,2,2,3/29/2014,0
GC51A68,2,2,3/29/2014,0
GC51A66,2,2,3/29/2014,0
GC51A65,2,2,3/29/2014,0
GC51A62,2,2,3/29/2014,0
GC51A5Y,2,2,3/29/2014,0
GC51A5V,2,2,3/29/2014,0
GC51A5K,2,2,3/29/2014,0
GC51A5J,2,2,3/29/2014,0
GC51A5E,2,2,3/29/2014,0
GC51A5D,2,2,3/29/2014,0
GC51A5B,2,2,3/29/2014,0
GC51A57,2,2,3/29/2014,0
GC51A54,2,2,3/29/2014,0
GC51A50,2,2,3/29/2014,0
GC51A4Y,2,2,3/29/2014,0
GC51A4W,2,2,3/29/2014,0
GC51A4V,2,2,3/29/2014,0
GC51A4P,2,2,3/29/2014,0
GC51A4M,2,2,3/29/2014,0
GC51A4K,2,2,3/29/2014,0
GC51A4H,1.5,2,3/29/2014,0
GC51A4F,2,2,3/29/2014,0
GC519YK,2,2,3/29/2014,0
GC519QQ,2,2,3/29/2014,3
GC5199X,3.5,1.5,3/29/2014,10
GC5197Z,2.5,3.5,3/29/2014,0
GC3BG7Z,1.5,1.5,3/29/2014,1
GC51JPR,3.5,4.5,3/28/2014,1
GC51JPG,3.5,4.5,3/28/2014,0
GC51C45,2,4,3/28/2014,1
GC51A60,1.5,3,3/28/2014,0
GC519E8,4,2.5,3/28/2014,5
GC516WV,1.5,3,3/27/2014,2
GC516R9,2,1.5,3/27/2014,8
GC516QZ,2.5,2,3/27/2014,2
GC516Q6,2.5,3.5,3/27/2014,1
GC516EQ,2,3.5,3/27/2014,0
GC5169C,2,2,3/27/2014,6
GC511EB,1.5,1.5,3/27/2014,2
GC511C4,2.5,1.5,3/27/2014,0
GC4R9QN,1.5,3.5,3/27/2014,3
GC514ZY,2.5,2,3/26/2014,3
GC514ZD,1.5,1.5,3/26/2014,2
GC514W7,2.5,1.5,3/26/2014,1
GC514V8,2.5,2,3/26/2014,0
GC514HM,2,2.5,3/26/2014,3
GC514ET,2,3,3/26/2014,1
GC514AV,1,1.5,3/26/2014,3
GC513X4,2.5,1.5,3/26/2014,4
GC513NA,2,2,3/26/2014,8
GC513N3,3.5,3,3/26/2014,11
GC513N0,2.5,2.5,3/26/2014,11
GC511CF,1.5,2.5,3/24/2014,0
GC511BJ,2,3,3/24/2014,1
GC511BA,2,3,3/24/2014,1
GC511AW,1.5,1.5,3/24/2014,0
GC511AC,2.5,1.5,3/24/2014,2
GC511A0,2.5,1.5,3/24/2014,2
GC5119W,1.5,2.5,3/24/2014,1
GC5116X,2,3,3/24/2014,0
GC5116G,2,3,3/24/2014,1
GC5114G,2,3,3/24/2014,1
GC510PA,2,3.5,3/24/2014,10
GC510JW,1.5,1,3/24/2014,5
GC5104P,2,2.5,3/24/2014,20
GC50Z43,2,2.5,3/24/2014,0
GC4XT62,1.5,1.5,3/24/2014,21
GC516NX,1.5,2.5,3/23/2014,3
GC5135R,1.5,3,3/23/2014,1
GC510DF,3,3,3/23/2014,0
GC5105H,1.5,2.5,3/23/2014,1
GC51051,1.5,1.5,3/23/2014,0
GC50Z0F,4,1.5,3/23/2014,2
GC50YT4,1.5,1.5,3/23/2014,1
GC50YR1,3,2,3/23/2014,0
GC50Y2N,2,3,3/23/2014,0
GC50XRX,2,1.5,3/23/2014,17
GC50X2B,2,1.5,3/23/2014,0
GC50K60,1.5,1.5,3/23/2014,4
GC50K5J,1.5,1.5,3/23/2014,3
GC50XN2,2,4,3/22/2014,3
GC50XMM,2,4,3/22/2014,0
GC50XKJ,1.5,3.5,3/22/2014,2
GC50XJX,2,3,3/22/2014,0
GC50XHW,2.5,3.5,3/22/2014,0
GC50XFK,2,3,3/22/2014,0
GC50XD8,2,3,3/22/2014,1
GC50XBB,3.5,2,3/22/2014,4
GC50XA3,2,3,3/22/2014,0
GC50X9F,2,3,3/22/2014,0
GC50X60,1.5,3.5,3/22/2014,0
GC50X1D,2.5,3.5,3/22/2014,0
GC50X0Z,2.5,4,3/22/2014,1
GC50X0F,2,3.5,3/22/2014,0
GC50WYY,2.5,4,3/22/2014,0
GC50WYM,1.5,3.5,3/22/2014,0
GC50W17,1.5,3.5,3/22/2014,1
GC50VZ9,1.5,3,3/22/2014,1
GC50VYH,2,3.5,3/22/2014,2
GC50VYB,2.5,2,3/22/2014,3
GC50VWJ,1.5,1.5,3/22/2014,0
GC50VWE,1.5,1.5,3/22/2014,0
GC50VWB,1.5,1.5,3/22/2014,0
GC50VW7,1.5,1.5,3/22/2014,0
GC50VW1,1.5,1.5,3/22/2014,0
GC50VVG,1.5,1.5,3/22/2014,0
GC50VVC,1.5,1.5,3/22/2014,0
GC50VV9,1.5,1.5,3/22/2014,0
GC50VTX,1.5,1.5,3/22/2014,0
GC50VTJ,2.5,2,3/22/2014,15
