id,difficulty,terrain,date_hidden,favorites
GCA36Z3,1.5,3,12/23/2022,1
GCA36YX,1.5,3,12/23/2022,1
GCA36YP,1.5,2.5,12/23/2022,1
GCA36YC,1.5,2.5,12/23/2022,2
GCA36MX,2.5,1.5,12/23/2022,2
GCA36KT,2.5,2,12/23/2022,0
GCA36KM,2,4,12/23/2022,3
GCA36KK,2,4,12/23/2022,3
GCA36KJ,2,4,12/23/2022,3
GCA36KB,2.5,3,12/23/2022,1
GCA36KA,2.5,3,12/23/2022,0
GCA36JN,1.5,1.5,12/23/2022,1
GCA36JH,1.5,2,12/23/2022,0
GCA36HX,2.5,1.5,12/23/2022,0
GCA36HA,2.5,3,12/23/2022,0
GCA36H8,2,3,12/23/2022,0
GCA36GP,2.5,3,12/23/2022,0
GCA36DX,1.5,1,12/23/2022,5
GCA2KKB,2,1.5,12/23/2022,1
GCA2H5N,1.5,1.5,12/23/2022,0
GCA29FX,3,2,12/23/2022,4
GCA3763,2,3,12/22/2022,0
GCA3623,2,1.5,12/22/2022,1
GCA361E,5,5,12/22/2022,2
GCA360X,2,2.5,12/22/2022,1
GCA360F,1.5,1.5,12/22/2022,0
GCA3603,1.5,1.5,12/22/2022,0
GCA35Z5,2.5,1.5,12/22/2022,4
GCA35YT,2,1,12/22/2022,1
GCA35XE,1,2.5,12/22/2022,0
GCA35W8,2,2,12/22/2022,2
GCA35VD,1.5,1.5,12/22/2022,0
GCA35QQ,2,1.5,12/22/2022,2
GCA35PV,1.5,1.5,12/22/2022,0
GCA35PP,2,1.5,12/22/2022,0
GCA35PF,2,1.5,12/22/2022,0
GCA35NZ,1.5,1.5,12/22/2022,0
GCA35NN,1.5,1.5,12/22/2022,1
GCA35NE,2,1.5,12/22/2022,0
GCA35N7,2,1.5,12/22/2022,0
GCA34MF,1.5,1.5,12/22/2022,0
GCA35YP,3,4,12/21/2022,0
GCA35YF,1,4,12/21/2022,0
GCA35Y2,2,4,12/21/2022,0
GCA35A9,2,1.5,12/21/2022,8
GCA35A7,1.5,2,12/21/2022,2
GCA35A4,2,2.5,12/21/2022,1
GCA359Y,3.5,3,12/21/2022,2
GCA358Q,1.5,1.5,12/21/2022,2
GCA358M,1.5,2,12/21/2022,2
GCA358F,1.5,1.5,12/21/2022,4
GCA3583,1,1,12/21/2022,0
GCA3577,1.5,1.5,12/21/2022,24
GCA356X,1.5,1.5,12/21/2022,0
GCA356J,2,2,12/21/2022,0
GCA356D,2.5,3.5,12/21/2022,0
GCA356B,1.5,3.5,12/21/2022,0
GCA3568,2,4,12/21/2022,0
GCA3565,1.5,4,12/21/2022,0
GCA355N,1.5,1.5,12/21/2022,0
GCA355K,2.5,4,12/21/2022,0
GCA353K,2,2.5,12/21/2022,1
GCA353J,4.5,2.5,12/21/2022,0
GCA34YA,3,3,12/21/2022,0
GCA34Y1,3,3,12/21/2022,0
GCA34N0,2.5,1.5,12/21/2022,1
GCA34MC,1.5,1.5,12/21/2022,0
GCA2VG2,2,2,12/21/2022,8
GCA19GQ,1.5,2,12/21/2022,0
GCA361P,1,1,12/20/2022,0
GCA34MQ,2.5,1.5,12/20/2022,6
GCA34M9,1.5,1.5,12/20/2022,0
GCA34M3,1,1,12/20/2022,6
GCA34KP,1.5,1.5,12/20/2022,1
GCA34H3,1.5,3,12/20/2022,1
GCA34G6,1,1.5,12/20/2022,1
GCA34AD,1.5,1.5,12/20/2022,2
GCA3449,1,1,12/19/2022,0
GCA340X,1,2,12/19/2022,0
GCA340W,1.5,2,12/19/2022,1
GCA340Q,2,2,12/19/2022,0
GCA3409,1.5,1,12/19/2022,7
GCA33QY,2,2,12/19/2022,4
GCA33FC,1.5,2.5,12/19/2022,0
GCA33E5,1.5,1.5,12/19/2022,0
GCA309A,2,1.5,12/19/2022,0
GCA2QB7,2.5,2.5,12/19/2022,7
GCA2Q46,2,2,12/19/2022,0
GCA2P1M,1.5,1.5,12/19/2022,1
GCA34ZH,2.5,2,12/18/2022,3
GCA33GD,2,1.5,12/18/2022,0
GCA33G3,1.5,1.5,12/18/2022,0
GCA33FW,2.5,1.5,12/18/2022,0
GCA33EZ,2,1.5,12/18/2022,1
GCA33DR,2.5,1.5,12/18/2022,0
GCA33DA,1.5,1,12/18/2022,3
GCA33D3,2.5,3,12/18/2022,7
GCA33CE,1.5,2,12/18/2022,1
GCA33C9,2,4,12/18/2022,0
GCA33C0,2,2,12/18/2022,1
GCA33BY,2,1.5,12/18/2022,3
GCA33BH,3,2.5,12/18/2022,1
GCA33AN,2,3,12/18/2022,0
GCA33AG,4,2.5,12/18/2022,0
GCA33A8,1.5,2.5,12/18/2022,0
GCA337C,1,1.5,12/18/2022,2
GCA336Y,2,2,12/18/2022,1
GCA30KQ,1.5,1.5,12/18/2022,0
GCA2P1H,1.5,2,12/18/2022,1
GCA1TGX,2,2,12/18/2022,1
GCA330Z,2,2.5,12/17/2022,1
GCA32NW,1.5,1.5,12/17/2022,0
GCA32M8,1.5,3.5,12/17/2022,1
GCA32JP,2,1.5,12/17/2022,1
GCA32JC,2,3,12/17/2022,0
GCA32J7,2,3.5,12/17/2022,0
GCA32HJ,1.5,3,12/17/2022,0
GCA32H4,1.5,2,12/17/2022,2
GCA32H2,2,1.5,12/17/2022,0
GCA32GZ,2,1.5,12/17/2022,1
GCA32G6,3,1.5,12/17/2022,1
GCA32F3,2,2,12/17/2022,2
GCA32EW,2,2,12/17/2022,2
GCA32EQ,2,2,12/17/2022,2
GCA32EP,2.5,1,12/17/2022,2
GCA32EE,2,2,12/17/2022,2
GCA32DK,1.5,2.5,12/17/2022,2
GCA32CF,1.5,2,12/17/2022,0
GCA32AP,1.5,1.5,12/17/2022,0
GCA2F04,3,2,12/17/2022,14
GCA19MQ,1.5,1.5,12/17/2022,12
GCA37KQ,3.5,3,12/16/2022,0
GCA33X5,1,1.5,12/16/2022,3
GCA33VP,1,1.5,12/16/2022,2
GCA33RB,1,1.5,12/16/2022,1
GCA33E9,1.5,3,12/16/2022,2
GCA31W3,1.5,3,12/16/2022,0
GCA31W2,1.5,2,12/16/2022,0
GCA31VV,3.5,4,12/16/2022,0
GCA31QK,4,1.5,12/16/2022,4
GCA31QE,3,1.5,12/16/2022,1
GCA31PX,1.5,1.5,12/16/2022,0
GCA31PR,1.5,1.5,12/16/2022,0
GCA31PM,1.5,1.5,12/16/2022,0
GCA31MT,2.5,2,12/16/2022,3
GCA31KV,1,1.5,12/16/2022,0
GCA25BQ,3,2,12/16/2022,4
GCA37KH,3.5,2.5,12/15/2022,1
GCA31JX,3,3.5,12/15/2022,0
GCA305T,1.5,1.5,12/14/2022,0
GCA3030,2,1,12/14/2022,11
GCA301P,1.5,1.5,12/14/2022,0
GCA2ZXM,2,1.5,12/14/2022,11
GCA37JB,2,2,12/13/2022,0
GCA2ZP7,1.5,1.5,12/13/2022,0
GCA2ZNK,2,2,12/13/2022,0
GCA2ZND,2,1.5,12/13/2022,0
GCA2ZMQ,1.5,1.5,12/13/2022,1
GCA2ZM8,2,1.5,12/13/2022,0
GCA2ZM7,3,2,12/13/2022,1
GCA2ZK8,2.5,2,12/13/2022,1
GCA2ZK2,1.5,2,12/13/2022,0
GCA2ZJY,3,1.5,12/13/2022,1
GCA2ZJR,1.5,1.5,12/13/2022,0
GCA37J3,2.5,2.5,12/12/2022,0
GCA2ZKC,5,5,12/12/2022,2
GCA2YYQ,1.5,1.5,12/12/2022,0
GCA2YXE,2,2.5,12/12/2022,0
GCA2YXB,2,1.5,12/12/2022,0
GCA2XQJ,5,5,12/10/2022,4
GCA2X3A,2.5,2,12/10/2022,5
GCA2X33,3,1.5,12/10/2022,0
GCA2X2Z,4,3,12/10/2022,0
GCA2X1B,2,2,12/10/2022,3
GCA2X13,2,2,12/10/2022,1
GCA2X0W,3,3,12/10/2022,1
GCA2WZB,4,2,12/10/2022,4
GCA2WXT,1.5,1.5,12/10/2022,0
GCA2WW2,2,2,12/10/2022,4
GCA2WM9,1.5,1.5,12/10/2022,1
GCA2WKZ,1.5,1.5,12/10/2022,0
GCA1T8Z,1.5,1.5,12/10/2022,0
GC9XCCV,1.5,1.5,12/10/2022,3
GCA2XM9,4,3.5,12/9/2022,5
GCA2WBE,2.5,2,12/9/2022,3
GCA2WAH,2.5,2,12/9/2022,5
GCA2W9Y,1.5,1.5,12/9/2022,1
GCA2W92,2.5,2.5,12/9/2022,0
GCA2W8W,2,3,12/9/2022,0
GCA2W7T,2,2,12/9/2022,1
GCA2W7J,1.5,2,12/9/2022,0
GCA394N,2,1.5,12/8/2022,0
GCA3714,2.5,3,12/8/2022,0
GCA2XJH,4,4,12/8/2022,0
GCA2VJ5,2.5,1.5,12/8/2022,7
GCA2VFF,2,1.5,12/8/2022,7
GCA2VF5,2,1.5,12/8/2022,1
GCA2VEM,2.5,2,12/8/2022,6
GCA2VA9,1.5,2,12/8/2022,1
GCA2T3A,2.5,2,12/8/2022,10
GCA2MY0,1.5,2.5,12/8/2022,0
GCA370Q,2,2.5,12/7/2022,0
GCA33E8,1.5,2.5,12/7/2022,0
GCA2W83,2,2.5,12/7/2022,0
GCA2W80,1.5,2.5,12/7/2022,0
GCA2W7W,1.5,1.5,12/7/2022,0
GCA2W16,5,5,12/7/2022,3
GCA2TW5,3,4.5,12/7/2022,3
GCA2TW2,1,4,12/7/2022,0
GCA2TVW,1.5,1.5,12/7/2022,6
GCA2TV9,1.5,2,12/7/2022,0
GCA2TV5,2,4,12/7/2022,0
GCA2TTQ,1.5,2,12/7/2022,5
GCA2TT3,2.5,1.5,12/7/2022,12
GCA2TQX,1.5,1.5,12/7/2022,0
GCA2TQP,1.5,1.5,12/7/2022,0
GCA2TQG,4.5,5,12/7/2022,27
GCA2TND,2,2.5,12/7/2022,0
GCA2TKE,2,1.5,12/7/2022,3
GCA2TCP,1.5,2.5,12/7/2022,20
GCA2R55,2.5,2.5,12/7/2022,0
GCA39WR,3,2.5,12/6/2022,1
GCA3709,3,2,12/6/2022,0
GCA2VZA,3.5,4,12/6/2022,0
GCA2T1N,1,4,12/6/2022,11
GCA2T1D,2.5,3.5,12/6/2022,1
GCA2T0J,1.5,1.5,12/6/2022,1
GCA2T0F,2.5,1.5,12/6/2022,0
GCA2RYV,2,2.5,12/6/2022,3
GCA2R45,2.5,3,12/5/2022,1
GCA2R30,3,2,12/5/2022,3
GCA2R1X,3,2,12/5/2022,2
GCA2R1A,1.5,1.5,12/5/2022,2
GCA2R07,3,3,12/5/2022,8
GCA2QME,2,2.5,12/5/2022,0
GCA2QKV,1.5,2.5,12/5/2022,0
GCA2QKP,2,1.5,12/5/2022,4
GCA2P0C,2,1.5,12/5/2022,16
GCA28DN,1.5,1.5,12/5/2022,0
GCA39RB,2.5,2.5,12/4/2022,0
GCA39F8,2,2.5,12/4/2022,0
GCA34D5,2,2,12/4/2022,0
GCA2VYG,3,3.5,12/4/2022,0
GCA2Q9Q,1.5,1.5,12/4/2022,0
GCA2Q8Y,3.5,4.5,12/4/2022,1
GCA2Q7P,3.5,4.5,12/4/2022,2
GCA2Q6X,1,1,12/4/2022,2
GCA2Q6F,1.5,1,12/4/2022,1
GCA2Q59,1.5,1.5,12/4/2022,3
GCA2Q4G,4.5,3.5,12/4/2022,2
GCA2Q43,2,2,12/4/2022,0
GCA2Q37,2,2.5,12/4/2022,16
GCA2Q18,2,1.5,12/4/2022,4
GCA2Q0Z,1,1.5,12/4/2022,0
GCA2PVB,1.5,2.5,12/4/2022,2
GCA2PNR,1.5,2,12/4/2022,0
GCA2KRQ,2,1.5,12/4/2022,1
GCA2E4T,1.5,1.5,12/4/2022,0
GCA390N,3.5,2.5,12/3/2022,0
GCA34CD,2,2.5,12/3/2022,0
GCA2VXY,3,3,12/3/2022,0
GCA2P5F,2,2.5,12/3/2022,0
GCA2P5C,2,2.5,12/3/2022,0
GCA2P22,2,1.5,12/3/2022,0
GCA2P1C,2.5,1.5,12/3/2022,0
GCA2P0X,1.5,1.5,12/3/2022,0
GCA2P0N,1.5,1.5,12/3/2022,0
GCA2P0M,1.5,1.5,12/3/2022,1
GCA2NYC,1.5,1.5,12/3/2022,5
GCA2NXN,3.5,1.5,12/3/2022,7
GCA27M5,1.5,1.5,12/3/2022,0
GCA38YV,3,2.5,12/2/2022,2
GCA34BF,2.5,2,12/2/2022,0
GCA2VXD,2.5,3,12/2/2022,0
GCA2Q9V,2,3,12/2/2022,0
GCA2Q9N,1.5,2.5,12/2/2022,0
GCA2NNH,3,3.5,12/2/2022,1
GCA2NMG,3,1.5,12/2/2022,10
GCA2NKC,2.5,2.5,12/2/2022,2
GCA2NJG,3.5,3.5,12/2/2022,0
GCA2N7Z,2,2.5,12/2/2022,1
GCA2N7Y,2.5,2.5,12/2/2022,1
GCA2N7W,2.5,2.5,12/2/2022,0
GCA2N7R,1.5,2.5,12/2/2022,0
GCA2N7N,1.5,2.5,12/2/2022,1
GCA2N70,3,2.5,12/2/2022,2
GCA2N53,1.5,2,12/2/2022,1
GCA2N0K,1.5,1.5,12/2/2022,1
GCA2N0D,2,2,12/2/2022,0
GCA2N08,1.5,1.5,12/2/2022,0
GCA2MPB,2,2,12/2/2022,0
GCA2MP6,2,2,12/2/2022,0
GCA27KW,1.5,1.5,12/2/2022,0
GCA38BW,4,4,12/1/2022,0
GCA34AV,2.5,2.5,12/1/2022,4
GCA2VWW,2.5,2.5,12/1/2022,0
GCA2MNY,3.5,2,12/1/2022,0
GCA2MGH,1.5,2,12/1/2022,0
GCA2MGD,1.5,2,12/1/2022,0
GCA2MG0,2,1.5,12/1/2022,11
GCA2MFR,2.5,1.5,12/1/2022,9
GCA2MEH,2,1.5,12/1/2022,2
GCA2MEB,2,3,12/1/2022,0
GCA2MDX,1.5,3,12/1/2022,0
GCA2MDK,1.5,3,12/1/2022,0
GCA2KRB,3,2.5,12/1/2022,0
GC9Z7ZD,2,1,12/1/2022,5
GCA2XVM,3.5,2.5,11/30/2022,1
GCA2KTE,2,2,11/30/2022,0
GCA2J55,2,2,11/28/2022,3
GCA2J4T,1.5,1.5,11/28/2022,0
GCA2J4F,2,2,11/28/2022,15
GCA2J48,1.5,1.5,11/28/2022,0
GCA2J3Y,2.5,3.5,11/28/2022,1
GCA2J3J,2.5,2.5,11/28/2022,0
GCA2J31,2,2,11/28/2022,11
GCA2J2V,1.5,2,11/28/2022,5
GCA2J28,2,1.5,11/28/2022,10
GCA2J20,1.5,1.5,11/28/2022,16
GCA2HV9,2,1,11/28/2022,5
GCA2HK2,2,3.5,11/28/2022,6
GCA2HAM,2,1.5,11/28/2022,5
GCA2FHY,2,2,11/28/2022,0
GCA2DYB,1.5,2,11/28/2022,1
GCA2HBX,1,1.5,11/27/2022,0
GCA2HBW,1,1.5,11/27/2022,0
GCA2HBT,1,1.5,11/27/2022,2
GCA2HBN,2,2.5,11/27/2022,2
GCA2HBH,1.5,1.5,11/27/2022,1
GCA2HA3,2,3,11/27/2022,0
GCA2HA1,1.5,2.5,11/27/2022,1
GCA2HA0,2,3.5,11/27/2022,0
GCA2H9Z,1.5,3,11/27/2022,0
GCA2H9Y,2,3,11/27/2022,1
GCA2H9R,1.5,2.5,11/27/2022,0
GCA2H9P,2,2,11/27/2022,5
GCA2H9G,2,2.5,11/27/2022,0
GCA2H99,3,2,11/27/2022,1
GCA2H98,2.5,1.5,11/27/2022,2
GCA2H90,2,1.5,11/27/2022,10
GCA2H8P,3,3,11/27/2022,0
GCA2H8G,1.5,3,11/27/2022,0
GCA2H88,1,2.5,11/27/2022,0
GCA2H7W,1.5,1.5,11/27/2022,1
GCA2H7R,2.5,1.5,11/27/2022,0
GCA2H7Q,1,2.5,11/27/2022,0
GCA2H79,1.5,1.5,11/27/2022,3
GCA2H77,1,1,11/27/2022,0
GCA2H6Y,1.5,1,11/27/2022,0
GCA2G74,2,4,11/25/2022,0
GCA2EXR,1.5,1.5,11/25/2022,2
GCA2EWW,2,2.5,11/25/2022,1
GCA2EWA,2,3,11/25/2022,2
GCA2EW2,1.5,2,11/25/2022,0
GCA2EV3,3,4.5,11/25/2022,0
GCA2ETW,2,3,11/25/2022,0
GCA2ETT,2,3,11/25/2022,0
GCA2ETN,2,3,11/25/2022,0
GCA2EQ3,5,1.5,11/25/2022,4
GCA2ENW,1.5,1.5,11/25/2022,0
GCA2EM2,1,1.5,11/25/2022,0
GCA2DWG,2.5,1.5,11/25/2022,1
GCA2CEN,2,2,11/25/2022,9
GCA0FKH,2.5,3,11/25/2022,0
GC9Z1D1,1.5,1,11/25/2022,0
GC9J330,2,1.5,11/25/2022,4
GCA2FWX,1.5,2,11/24/2022,1
GCA2EMJ,2,3,11/24/2022,0
GCA2E4D,1.5,1.5,11/24/2022,0
GCA2E4C,1.5,1.5,11/24/2022,1
GCA2E3K,1.5,2,11/24/2022,0
GCA2E2V,1,1,11/24/2022,0
GCA2E2T,1,1,11/24/2022,0
GCA2E2A,2,1,11/24/2022,1
GCA2E1V,1.5,2.5,11/24/2022,1
GCA2E14,1.5,3,11/24/2022,1
GCA2DZP,2.5,1.5,11/24/2022,2
GCA2DZE,2,2,11/24/2022,0
GCA2DYM,1.5,2,11/24/2022,0
GCA2DTG,1.5,1.5,11/24/2022,0
GCA2DT6,5,1.5,11/24/2022,7
GCA2DT5,3.5,2,11/24/2022,0
GCA2DT2,1.5,1.5,11/24/2022,0
GCA2DT0,4.5,1.5,11/24/2022,7
GCA2DRY,4,1.5,11/24/2022,3
GCA2DRR,5,1.5,11/24/2022,5
GCA2DRJ,4.5,1.5,11/24/2022,5
GCA2DRE,4,1.5,11/24/2022,4
GCA2DR0,5,1.5,11/24/2022,5
GCA2DC3,2,3.5,11/24/2022,0
GCA2DZ5,1.5,2,11/23/2022,1
GCA2DBY,1.5,1.5,11/23/2022,0
GCA2DBD,1.5,1.5,11/23/2022,0
GCA2DBA,4.5,1.5,11/23/2022,4
GCA2DB9,1.5,2,11/23/2022,1
GCA2DB7,2,2,11/23/2022,1
GCA2DB6,4,1.5,11/23/2022,2
GCA2DB5,2,2,11/23/2022,3
GCA2DB2,5,1.5,11/23/2022,5
GCA2DAN,4.5,1.5,11/23/2022,3
GCA2DAK,4,1.5,11/23/2022,3
GCA2DAD,5,1.5,11/23/2022,6
GCA2DAC,4.5,1.5,11/23/2022,8
GCA2DAA,4,1.5,11/23/2022,3
GCA2DA8,1.5,2.5,11/23/2022,0
GCA2DA4,5,1.5,11/23/2022,4
GCA2DA3,3,1.5,11/23/2022,3
GCA2DA2,4.5,1.5,11/23/2022,4
GCA2D9T,4,1.5,11/23/2022,5
GCA2D98,1.5,1.5,11/23/2022,2
GCA2D8W,1.5,2.5,11/23/2022,0
GCA2D7R,4.5,1.5,11/23/2022,3
GCA2D7H,4,1.5,11/23/2022,3
GCA2D7D,3,4,11/23/2022,4
GCA2D78,5,1.5,11/23/2022,5
GCA2D71,4.5,1.5,11/23/2022,4
GCA2D1H,2.5,1.5,11/23/2022,37
GCA0WZD,2,1,11/23/2022,10
GCA2CM7,2.5,1.5,11/22/2022,2
GCA2CM3,2.5,1.5,11/22/2022,2
GCA2CM2,2,4,11/22/2022,0
GCA2CM1,1,4,11/22/2022,0
GCA2CM0,2.5,1.5,11/22/2022,23
GCA2CK5,2.5,3,11/22/2022,1
GCA2CJJ,1.5,1.5,11/22/2022,0
GCA2CJG,2,3,11/22/2022,0
GCA2CJE,1.5,1.5,11/22/2022,1
GCA2CJD,2.5,3.5,11/22/2022,0
GCA2CJB,2,2,11/22/2022,0
GCA2CJ8,2.5,3.5,11/22/2022,0
GCA2CHY,1.5,1.5,11/22/2022,1
GCA2CGQ,1.5,2.5,11/22/2022,6
GCA2CGH,1.5,1.5,11/22/2022,5
GCA2CG6,1.5,1.5,11/22/2022,5
GCA2CFJ,2,2,11/22/2022,16
GCA2CFC,1,1,11/22/2022,0
GCA2C8V,4,1.5,11/22/2022,6
GCA2C5A,3.5,4,11/22/2022,6
GCA2C53,4.5,4,11/22/2022,2
GCA27MB,1.5,1.5,11/22/2022,0
GCA18BR,4.5,1.5,11/22/2022,7
GCA2DZ0,1.5,2,11/21/2022,0
GCA2DYP,1.5,2,11/21/2022,0
GCA2DYH,2.5,2,11/21/2022,0
GCA2DYD,2,2,11/21/2022,0
GCA2BWA,1.5,1.5,11/21/2022,0
GCA2BV5,3,2,11/21/2022,0
GCA2BTD,1.5,1.5,11/21/2022,0
GCA2BQE,1.5,1.5,11/21/2022,0
GCA2BNX,2.5,4,11/21/2022,1
GCA2BNK,1.5,1.5,11/21/2022,7
GCA2BM9,3,3,11/21/2022,0
GCA2BJ4,2,3,11/21/2022,5
GCA2BHV,2,2,11/21/2022,0
GCA2BHH,1.5,1.5,11/21/2022,0
GCA2BHG,1.5,1.5,11/21/2022,0
GCA2BHD,1.5,1.5,11/21/2022,0
GCA2BH9,1.5,1.5,11/21/2022,2
GCA2BH6,1.5,1.5,11/21/2022,0
GCA2BGX,1.5,1.5,11/21/2022,2
GCA2B2F,2,1.5,11/21/2022,5
GCA25WH,1.5,3.5,11/21/2022,0
GCA25WF,1.5,3.5,11/21/2022,0
GCA25WD,2,3.5,11/21/2022,0
GCA25WC,1.5,3.5,11/21/2022,0
GC93NQQ,1.5,1,11/21/2022,0
GCA2FB2,1.5,2,11/20/2022,0
GCA2B1R,1.5,3,11/20/2022,0
GCA2B0A,3,1.5,11/20/2022,0
GCA2B08,3,1.5,11/20/2022,0
GCA2B00,2.5,1,11/20/2022,2
GCA2AZP,2.5,1.5,11/20/2022,2
GCA2AZH,1.5,2,11/20/2022,0
GCA2AZC,1.5,1.5,11/20/2022,0
GCA2AZ5,2,2.5,11/20/2022,0
GCA2AYY,1.5,3.5,11/20/2022,0
GCA2AXH,1.5,3.5,11/20/2022,0
GCA2AW5,1.5,1.5,11/20/2022,0
GCA2AV9,3,1.5,11/20/2022,1
GCA2ATV,3,1.5,11/20/2022,2
GCA2ATK,3,1.5,11/20/2022,1
GCA2AR0,1.5,2,11/20/2022,1
GCA2AQE,1.5,1.5,11/20/2022,0
GCA2AQ5,1.5,1.5,11/20/2022,0
GCA2AGC,1.5,1.5,11/20/2022,6
GCA2AF1,1.5,1.5,11/20/2022,1
GCA2AEA,1.5,1.5,11/20/2022,0
GCA2ADM,1.5,1.5,11/20/2022,0
GCA2AD4,1.5,1.5,11/20/2022,1
GCA2A99,1.5,1.5,11/20/2022,0
GCA29X6,1.5,1.5,11/20/2022,6
GCA29V5,1.5,1.5,11/20/2022,1
GCA29NX,2,1.5,11/20/2022,0
GCA29H0,1.5,1.5,11/20/2022,1
GCA29M4,2,3,11/19/2022,1
GCA29KC,1.5,1.5,11/19/2022,1
GCA29K0,2,1.5,11/19/2022,0
GCA29JW,1.5,1.5,11/19/2022,0
GCA29JP,2,2,11/19/2022,0
GCA29J5,1.5,1.5,11/19/2022,0
GCA29HY,1,1.5,11/19/2022,0
GCA29HV,2.5,1.5,11/19/2022,4
GCA29HN,2,1.5,11/19/2022,6
GCA29HJ,1.5,1.5,11/19/2022,0
GCA29GV,1.5,1.5,11/19/2022,0
GCA29E3,1.5,1.5,11/19/2022,4
GCA29CX,2,2,11/19/2022,0
GCA29CQ,1,2,11/19/2022,1
GCA29A0,1.5,1.5,11/19/2022,2
GCA299F,1.5,1.5,11/19/2022,0
GCA2998,1.5,1.5,11/19/2022,0
GCA2968,1.5,1.5,11/19/2022,0
GCA28W4,1.5,1.5,11/19/2022,0
GCA26QA,2,3,11/19/2022,0
GCA29FC,1.5,1.5,11/18/2022,2
GCA28GQ,2.5,1.5,11/18/2022,2
GCA28GG,1.5,2.5,11/18/2022,0
GCA28GB,1.5,1.5,11/18/2022,0
GCA28F2,2,2,11/18/2022,0
GCA28D6,1.5,1.5,11/18/2022,0
GCA28B7,1.5,2,11/18/2022,0
GCA289W,1.5,1.5,11/18/2022,1
GCA2878,1.5,1.5,11/18/2022,0
GCA285E,1.5,2,11/18/2022,2
GCA23VV,1.5,1.5,11/18/2022,0
GCA23Q1,1.5,2.5,11/18/2022,0
GCA27PT,1.5,1,11/17/2022,0
GCA27N1,2,1.5,11/17/2022,0
GCA27FR,1.5,1.5,11/17/2022,0
GCA27EZ,2.5,1.5,11/17/2022,3
GCA276N,1.5,2,11/17/2022,4
GCA27QC,2,2,11/16/2022,4
GCA26V4,4.5,2,11/16/2022,2
GCA26TA,3,1.5,11/16/2022,0
GCA26QK,2.5,2,11/16/2022,8
GCA26PZ,2,1.5,11/16/2022,0
GCA26N3,1.5,1.5,11/16/2022,0
GCA26K1,1.5,1.5,11/16/2022,5
GCA28GP,2,1.5,11/15/2022,5
GCA28GN,1.5,2,11/15/2022,1
GCA28GM,1.5,1.5,11/15/2022,6
GCA28GH,1,1.5,11/15/2022,2
GCA26TC,2,1.5,11/15/2022,0
GCA26QF,1.5,3,11/15/2022,0
GCA25X7,2,2,11/15/2022,13
GCA25X0,1.5,2,11/15/2022,0
GCA25T8,1.5,2,11/15/2022,3
GCA25RY,1.5,1.5,11/15/2022,0
GCA25P8,1.5,1.5,11/15/2022,0
GCA25NN,1.5,1.5,11/15/2022,0
GCA25J8,1.5,1.5,11/15/2022,6
GCA25DP,1,1,11/15/2022,0
GCA251Y,2,3.5,11/15/2022,0
GCA1TG3,3,1,11/15/2022,2
GCA1QZW,2.5,2.5,11/15/2022,0
GCA25Y9,2,2,11/14/2022,1
GCA2518,3,1.5,11/14/2022,2
GCA2506,2,3.5,11/14/2022,0
GCA24ZK,1.5,3,11/14/2022,2
GCA24YC,1.5,1.5,11/14/2022,14
GCA24Y2,4,1.5,11/14/2022,6
GCA24XQ,2,2,11/14/2022,13
GCA24XB,2,2,11/14/2022,8
GCA24X8,1.5,1.5,11/14/2022,0
GCA24X1,2,2,11/14/2022,0
GCA24WC,3,2.5,11/14/2022,17
GCA24VQ,2,2,11/14/2022,3
GCA24MY,1.5,2,11/14/2022,10
GCA1QZV,3,3,11/14/2022,1
GCA24Z8,3,2,11/13/2022,2
GCA24RC,2,1.5,11/13/2022,6
GCA241V,1.5,1.5,11/13/2022,2
GCA240X,3,3.5,11/13/2022,2
GCA23Y4,1.5,1.5,11/13/2022,0
GCA23TK,2,2.5,11/13/2022,1
GCA23RM,2,2,11/13/2022,3
GCA23R7,2,3.5,11/13/2022,0
GCA23QX,2,3,11/13/2022,1
GCA23PK,1,1,11/13/2022,0
GCA23MP,1.5,1.5,11/13/2022,0
GCA23MD,2,1.5,11/13/2022,0
GCA23KP,1.5,1,11/13/2022,0
GCA23JH,1.5,1.5,11/13/2022,0
GCA24BJ,3,2,11/12/2022,2
GCA228X,2.5,4,11/12/2022,1
GCA228P,2,2,11/12/2022,9
GCA2281,1.5,2.5,11/12/2022,1
GCA226F,1.5,2.5,11/12/2022,0
GCA2256,3,3.5,11/12/2022,2
GCA204B,2.5,2.5,11/10/2022,0
GCA1ZY8,2,1.5,11/10/2022,1
GCA1FX3,1,1,11/10/2022,0
GCA1Z7D,1.5,1.5,11/9/2022,0
GCA1Z7B,1.5,1.5,11/9/2022,8
GCA1Z74,5,5,11/9/2022,2
GCA1Z6Z,3.5,5,11/9/2022,1
GCA1Z6N,1,5,11/9/2022,3
GCA1Z6J,3,5,11/9/2022,2
GCA1Z6G,4,5,11/9/2022,2
GCA1Z6E,2,2,11/9/2022,0
GCA1Z37,2,2,11/9/2022,1
GCA1Z33,2,2,11/9/2022,6
GCA1Z2G,1.5,1.5,11/9/2022,0
GCA1Z2A,1.5,2,11/9/2022,1
GCA1Z14,2.5,1.5,11/9/2022,14
GCA1YWF,3.5,2,11/9/2022,4
GCA1YNG,2.5,2,11/9/2022,13
GCA1YQ8,2,2.5,11/8/2022,0
GCA1Y8J,2,2,11/8/2022,1
GCA1Y5X,1,1.5,11/8/2022,0
GCA0M0B,1.5,1.5,11/8/2022,0
