id,difficulty,terrain,date_hidden,favorites
GC9Z3MY,2,2,8/27/2022,0
GC9Z3MH,2,2,8/27/2022,0
GC9Z3M7,2,2,8/27/2022,0
GC9Z3KT,2,2,8/27/2022,0
GC9Z3J2,1.5,1.5,8/27/2022,0
GC9Z225,3,1,8/26/2022,4
GC9Y2VG,2,2,8/25/2022,10
GC9Z06Q,2,3,8/24/2022,0
GC9Z06P,2,3,8/24/2022,0
GC9Z06M,2,2.5,8/24/2022,0
GC9Z06J,2,2.5,8/24/2022,1
GC9YYQJ,1.5,1.5,8/23/2022,0
GC9YXNM,1.5,1.5,8/22/2022,0
GC9YWBX,1.5,1,8/21/2022,1
GC9YWA0,3,1.5,8/21/2022,1
GC9YW8G,1.5,1.5,8/21/2022,0
GC9YVWC,1,1.5,8/21/2022,0
GC9YVAJ,1.5,1.5,8/21/2022,4
GC9YJRM,2,1,8/15/2022,0
GC9YJ9C,1.5,1.5,8/15/2022,1
GC9YJ9A,3,1.5,8/15/2022,9
GC9YG2J,1,1.5,8/13/2022,14
GC9Y231,2.5,2.5,8/12/2022,2
GC9Y22P,3,3.5,8/12/2022,2
GC9Y22G,3,3.5,8/12/2022,3
GC9Y22D,3,3.5,8/12/2022,2
GC9Y228,3,3,8/12/2022,2
GC9Y224,3,3,8/12/2022,2
GC9Y223,3,3,8/12/2022,2
GC9Y21Z,3,3,8/12/2022,2
GC9Y21V,2.5,2.5,8/12/2022,2
GC9Y21G,2.5,2,8/12/2022,2
GC9YDBT,3,3.5,8/11/2022,2
GC9YDAH,2,2,8/11/2022,0
GC9YCN8,3,2.5,8/11/2022,0
GC9YCKY,2,2.5,8/10/2022,0
GC9YC1X,1,1.5,8/10/2022,0
GC9Y9DD,1.5,1.5,8/8/2022,7
GC9Y9C9,2,1.5,8/8/2022,6
GC9Y218,1.5,3,8/8/2022,5
GC9Y212,2,3,8/8/2022,5
GC9Y848,3,2,8/7/2022,3
GC9Y82E,2,1.5,8/7/2022,1
GC9Y80H,1.5,2,8/7/2022,0
GC9Y7X6,2,1.5,8/7/2022,3
GC9Y7RY,2,3,8/7/2022,0
GC9Y7Q5,1.5,1,8/7/2022,0
GC9Y6FH,1.5,1.5,8/6/2022,0
GC9Y6FD,1.5,1,8/6/2022,3
GC9Y6EC,1.5,1.5,8/6/2022,0
GC9Y67M,1.5,1,8/6/2022,0
GC9Y60J,1,1.5,8/6/2022,0
GC9Y5MZ,1.5,1.5,8/6/2022,0
GC9Y4NT,1.5,2,8/5/2022,1
GC9X5ZJ,2,2,8/3/2022,5
GC9Y1AH,2.5,3,8/2/2022,0
GC9Y16R,2,2,8/2/2022,0
GC9Y0RV,2,1.5,8/2/2022,0
GC9Y0Q6,1,2,8/2/2022,0
GC9Y028,1.5,3,8/1/2022,4
GC9XYMD,1.5,1.5,7/31/2022,0
GC9XYCF,2,3,7/31/2022,0
GC9XY91,2,2,7/31/2022,0
GC9XYZ3,1.5,2.5,7/30/2022,2
GC9XYPG,2.5,1.5,7/30/2022,2
GC9XWJ3,1.5,1.5,7/30/2022,1
GC9XWHR,1.5,1,7/30/2022,1
GC9XVPJ,3,1.5,7/28/2022,8
GC9XTTX,1.5,1.5,7/28/2022,2
GC9XT8Q,1.5,1.5,7/28/2022,0
GC9XT8A,1.5,1.5,7/28/2022,0
GC9WAH4,2.5,3,7/28/2022,3
GC9XX4Y,1.5,2.5,7/27/2022,0
GC9XRZP,1,1.5,7/27/2022,2
GC9XQKE,1.5,1.5,7/27/2022,0
GC9RKMJ,3.5,2,7/27/2022,10
GC9XQ99,4.5,1.5,7/26/2022,0
GC9XQ94,2,2,7/26/2022,4
GC9XQ87,2,1.5,7/26/2022,0
GC9XQ7P,2.5,3.5,7/26/2022,2
GC9XQ62,2,2,7/26/2022,8
GC9XQ3T,2.5,2.5,7/26/2022,3
GC9XPKX,2.5,1.5,7/26/2022,5
GC9XPK4,1.5,1.5,7/26/2022,1
GC9XPJK,2,1.5,7/26/2022,0
GC9XNZN,3,2,7/25/2022,1
GC9XNYW,1.5,3,7/25/2022,1
GC9XNY9,1.5,3,7/25/2022,7
GC9XNXA,2.5,1.5,7/25/2022,11
GC9XNCN,1.5,1.5,7/25/2022,2
GC9XK6M,3.5,1.5,7/23/2022,4
GC9XGWE,1,1,7/21/2022,1
GC9XGRD,2,2,7/21/2022,0
GC9XGNM,2.5,2,7/21/2022,1
GC9XGN4,1.5,1.5,7/21/2022,12
GC9XG9G,1,1.5,7/21/2022,0
GC9XEQ7,2,2,7/19/2022,0
GC9XEPW,1.5,2,7/19/2022,0
GC9XEN1,1.5,1.5,7/19/2022,0
GC9XEMY,1.5,2,7/19/2022,0
GC9XEMK,1.5,2,7/19/2022,0
GC9XEMD,1.5,2,7/19/2022,0
GC9XEM3,1.5,2,7/19/2022,0
GC9XEKX,1.5,2,7/19/2022,0
GC9XEHA,3,1.5,7/19/2022,10
GC9XECK,1.5,1.5,7/19/2022,0
GC9XDYD,2,1.5,7/19/2022,0
GC9XDM3,1.5,1.5,7/18/2022,5
GC9XDHP,1.5,1.5,7/18/2022,10
GC9XDD1,1.5,2,7/18/2022,3
GC9XCWY,3,2.5,7/18/2022,0
GC9XCA1,1.5,1.5,7/17/2022,0
GC9XC9W,1.5,1.5,7/17/2022,0
GC9XBBM,3,3,7/17/2022,2
GC9XAT0,3,2,7/16/2022,7
GC9XAMF,2,2.5,7/16/2022,5
GC9XAMB,2.5,1.5,7/16/2022,3
GC9XAT5,1,1,7/15/2022,7
GC9X8CV,1.5,1.5,7/14/2022,0
GC9X8CQ,1.5,1.5,7/14/2022,0
GC9X8CK,1.5,1.5,7/14/2022,0
GC9X8CJ,1.5,1.5,7/14/2022,0
GC9X8CE,1.5,1.5,7/14/2022,0
GC9X8C9,1.5,1.5,7/14/2022,0
GC9X8C6,1.5,2,7/14/2022,0
GC9X8C0,1.5,1.5,7/14/2022,0
GC9X8BX,1.5,1.5,7/14/2022,0
GC9X8BV,1.5,1.5,7/14/2022,0
GC9X8BP,1.5,1.5,7/14/2022,0
GC9X8BG,1.5,1.5,7/14/2022,0
GC9X8BC,1.5,1.5,7/14/2022,0
GC9X8B6,1.5,1.5,7/14/2022,0
GC9X8AY,1.5,1.5,7/14/2022,1
GC9X77J,1.5,2.5,7/13/2022,0
GC9X75J,1.5,1.5,7/13/2022,2
GC9X6M8,1.5,1.5,7/13/2022,1
GC9X6G4,1.5,4,7/13/2022,1
GC9XRZW,2,2,7/12/2022,2
GC9X5YY,1.5,1.5,7/12/2022,1
GC9X5YW,1.5,1.5,7/12/2022,3
GC9X5YP,1.5,1.5,7/12/2022,0
GC9X5YM,1,1.5,7/12/2022,0
GC9X5YH,1.5,1.5,7/12/2022,1
GC9X5YE,1,1.5,7/12/2022,0
GC9X4WC,1.5,1.5,7/11/2022,0
GC9X4W9,1.5,1.5,7/11/2022,0
GC9X4W3,1,1.5,7/11/2022,2
GC9X4PR,2.5,1.5,7/11/2022,6
GC9X4PF,1,2.5,7/11/2022,0
GC9X4PD,1,2.5,7/11/2022,0
GC9X4PA,1,2.5,7/11/2022,0
GC9X4P3,1,2.5,7/11/2022,0
GC9X4NT,1,2.5,7/11/2022,2
GC9X4NQ,3,2,7/11/2022,1
GC9X445,2,3,7/11/2022,0
GC9P6R8,3.5,3.5,7/11/2022,10
GC9X3EX,3.5,1.5,7/10/2022,1
GC9X3DM,1.5,1.5,7/10/2022,0
GC9X33H,2.5,1.5,7/10/2022,14
GC9X2YK,2.5,2.5,7/10/2022,1
GC9X1K2,1.5,3,7/9/2022,1
GC9X1E0,1,1.5,7/9/2022,4
GC9X0WE,1.5,1.5,7/8/2022,0
GC9X0Q7,1.5,1.5,7/8/2022,0
GC9X0D3,2,1.5,7/8/2022,2
GC9X0YA,2,2,7/6/2022,3
GC9WYJ6,2,1,7/6/2022,5
GC9WYAN,2,2,7/6/2022,0
GC9WXZV,2.5,4,7/6/2022,2
GC9WY5K,1.5,3,7/5/2022,1
GC9WY4A,1.5,3,7/5/2022,1
GC9WX8D,1.5,2.5,7/5/2022,1
GC9WX8C,1.5,2.5,7/5/2022,1
GC9WX87,1.5,2.5,7/5/2022,0
GC9WX82,1.5,2.5,7/5/2022,0
GC9WX7Y,1.5,2.5,7/5/2022,0
GC9WX7W,1.5,2.5,7/5/2022,0
GC9WX7P,1.5,2.5,7/5/2022,0
GC9WX7K,1.5,2.5,7/5/2022,2
GC9WX3C,1.5,2.5,7/5/2022,0
GC9WX3B,1.5,2.5,7/5/2022,0
GC9WX39,1.5,2.5,7/5/2022,0
GC9WX37,1.5,2.5,7/5/2022,0
GC9WX34,1.5,2.5,7/5/2022,0
GC9WX32,1.5,2.5,7/5/2022,0
GC9WX2W,1.5,2.5,7/5/2022,1
GC9WWFM,1.5,2.5,7/5/2022,0
GC9WWFG,1.5,2.5,7/5/2022,0
GC9WWFA,1.5,2.5,7/5/2022,0
GC9WWF5,1.5,2.5,7/5/2022,1
GC9WWF3,1.5,2.5,7/5/2022,0
GC9WWF0,1.5,2.5,7/5/2022,0
GC9WWEV,1.5,2.5,7/5/2022,0
GC9WWEN,1.5,2.5,7/5/2022,2
GC9X262,2.5,1.5,7/4/2022,1
GC9WVVJ,2,3,7/4/2022,0
GC9WVTY,1.5,1.5,7/4/2022,1
GC9WV5P,2,1.5,7/4/2022,3
GC9W74E,2.5,1.5,7/4/2022,15
GC9XTE9,1.5,2,7/3/2022,1
GC9X260,2,1.5,7/3/2022,1
GC9WTGQ,2.5,1.5,7/3/2022,0
GC9WTCT,1.5,1.5,7/3/2022,2
GC9WTA3,2,3.5,7/3/2022,2
GC9YAJJ,3.5,2.5,7/2/2022,2
GC9X25P,4.5,2,7/2/2022,2
GC9WY6X,1.5,3,7/2/2022,0
GC9WY6C,1.5,3,7/2/2022,1
GC9WRK8,2.5,3.5,7/2/2022,2
GC9WQQR,1,1.5,7/2/2022,0
GC9WQN9,2,3.5,7/2/2022,0
GC9WPNW,1.5,1.5,7/1/2022,0
GC9V0E1,1.5,1.5,7/1/2022,14
GC9X0Y1,2,2,6/30/2022,4
GC9WNJ4,2.5,1.5,6/30/2022,6
GC9X0XE,2,2,6/29/2022,3
GC9WMTX,1.5,1.5,6/29/2022,0
GC9WMNC,2,1.5,6/29/2022,0
GC9WMH4,2.5,3.5,6/29/2022,0
GC9WMGX,2,5,6/29/2022,2
GC9WKHW,2,2,6/28/2022,0
GC9WKGE,1.5,1.5,6/28/2022,0
GC9XBRF,1.5,1.5,6/27/2022,0
GC9WJJ5,2,1.5,6/27/2022,19
GC9WJF2,4,4.5,6/27/2022,5
GC9WHAT,2,2,6/26/2022,5
GC9WHAH,1.5,2,6/26/2022,4
GC9WGKB,1.5,1.5,6/26/2022,6
GC9X24Z,1.5,4,6/25/2022,0
GC9WMVD,1.5,1.5,6/25/2022,0
GC9WH8E,2,4,6/25/2022,1
GC9WG58,1.5,1.5,6/25/2022,0
GC9WFQ0,1.5,1,6/25/2022,1
GC9WEXX,1,1,6/24/2022,0
GC9WEXT,2,3.5,6/24/2022,0
GC9WET2,2,1.5,6/24/2022,3
GC9WE7R,1.5,1.5,6/24/2022,0
GC9WE7G,1,1.5,6/24/2022,0
GC9Y112,2.5,3,6/23/2022,1
GC9WDW5,1.5,3,6/23/2022,1
GC9WDNG,2.5,1.5,6/23/2022,0
GC9WDGK,1,1,6/23/2022,0
GC9WB6J,1.5,2.5,6/21/2022,0
GC9WB64,1.5,2.5,6/21/2022,0
GC9WB5T,2,2.5,6/21/2022,1
GC9WB5C,1.5,2,6/21/2022,0
GC9WAJA,2.5,1.5,6/21/2022,4
GC9WAGZ,2.5,3,6/20/2022,3
GC9P51M,1.5,1,6/20/2022,25
GC9W948,1,1.5,6/19/2022,0
GC9W7XF,1.5,1.5,6/18/2022,0
GC9W7RQ,2,3,6/18/2022,2
GC9W7EH,2,1.5,6/18/2022,1
GC9WAP6,1.5,4,6/17/2022,0
GC9W6QX,1.5,1.5,6/17/2022,0
GC9W6GZ,2,1.5,6/17/2022,0
GC9W6GG,1,2,6/17/2022,0
GC9W9TE,1.5,2,6/16/2022,2
GC9W5KV,2,1.5,6/16/2022,0
GC9W5H7,2,2,6/16/2022,0
GC9W2P6,3,1.5,6/16/2022,8
GC9W8R9,1.5,2,6/15/2022,1
GC9W6Q0,1.5,2,6/15/2022,0
GC9W4G2,1.5,1.5,6/15/2022,0
GC9W4FZ,1.5,1.5,6/15/2022,1
GC9W4D3,1.5,1.5,6/15/2022,2
GC9W2YQ,2,2,6/14/2022,2
GC9W115,1.5,1.5,6/12/2022,1
GC9W2N9,2,1.5,6/11/2022,0
GC9VZWM,2.5,4,6/11/2022,1
GC9VZEW,3,3,6/11/2022,0
GC9VRRJ,2.5,2,6/11/2022,3
GC9W3F4,1.5,1.5,6/10/2022,0
GC9W3F0,1.5,1.5,6/10/2022,0
GC9W0T2,1.5,1.5,6/10/2022,1
GC9VYBW,1.5,1.5,6/10/2022,0
GC9VYBN,1.5,1.5,6/10/2022,0
GC9VYBG,1.5,1.5,6/10/2022,0
GC9VY9V,2,2,6/10/2022,1
GC9VY80,1.5,1.5,6/10/2022,1
GC9VXN0,1.5,1,6/10/2022,0
GC9VX6T,2,2,6/9/2022,0
GC9VX39,1,3,6/9/2022,5
GC9VVYD,1.5,1.5,6/8/2022,0
GC9VVRG,1.5,1.5,6/8/2022,0
GC9VVKM,2,1.5,6/8/2022,0
GC9VVF9,3,3,6/8/2022,0
GC9VTM0,2,2.5,6/7/2022,11
GC9VRP2,1.5,1.5,6/6/2022,1
GC9VQ5B,3,1.5,6/5/2022,1
GC9VPYH,2,2,6/5/2022,2
GC9VPWZ,2,1.5,6/5/2022,0
GC9VPWD,2.5,1.5,6/5/2022,0
GC9VPT1,1.5,2,6/5/2022,0
GC9VPR6,1.5,2,6/5/2022,1
GC9WCTK,2,2,6/4/2022,0
GC9WCTG,2,2,6/4/2022,0
GC9WCTA,2,2,6/4/2022,0
GC9WCT7,2,2,6/4/2022,1
GC9WCT3,2,2,6/4/2022,0
GC9WCT1,2,2,6/4/2022,0
GC9WCRV,2,2,6/4/2022,0
GC9WCRN,2,2,6/4/2022,0
GC9WCRE,2,2,6/4/2022,0
GC9WCR4,2,2,6/4/2022,0
GC9WBT4,2,2,6/4/2022,0
GC9WBRV,2,2,6/4/2022,0
GC9WBRK,2,2,6/4/2022,0
GC9WBRF,2,2,6/4/2022,0
GC9WBRD,2,2,6/4/2022,0
GC9WBRA,2,2,6/4/2022,0
GC9WBR8,2,2,6/4/2022,0
GC9WBR7,2,2,6/4/2022,0
GC9WBR3,2,2,6/4/2022,0
GC9WBR2,2,2,6/4/2022,0
GC9WBQV,2,2,6/4/2022,0
GC9WBQC,2,2,6/4/2022,0
GC9WBQ3,2,2,6/4/2022,0
GC9WBPW,2,2,6/4/2022,0
GC9WBPN,2,2,6/4/2022,0
GC9WANR,2,2,6/4/2022,0
GC9WANN,2,2,6/4/2022,0
GC9WANK,2,2,6/4/2022,0
GC9WANG,2,2,6/4/2022,0
GC9WANF,2,2,6/4/2022,1
GC9WANB,2,2,6/4/2022,0
GC9WAN9,2,2,6/4/2022,0
GC9WAN6,2,2,6/4/2022,0
GC9WAN1,2,2,6/4/2022,0
GC9WAMT,2,2,6/4/2022,0
GC9WAMP,2,2,6/4/2022,0
GC9WAMM,2,2,6/4/2022,0
GC9WAMK,2,2,6/4/2022,0
GC9WAMG,2,2,6/4/2022,0
GC9WAM8,2,2,6/4/2022,0
GC9WAKK,2,2,6/4/2022,0
GC9WAKD,2,2,6/4/2022,0
GC9W98P,2,2,6/2/2022,0
GC9W93N,2,2,6/2/2022,0
GC9W939,2,2,6/2/2022,0
GC9W92X,2,2,6/2/2022,0
GC9W92D,2,2,6/2/2022,0
GC9W91W,2,2,6/2/2022,0
GC9W919,2,2,6/2/2022,0
GC9W911,2,2,6/2/2022,0
GC9W906,2,2,6/2/2022,0
GC9W8ZM,2,2,6/2/2022,0
GC9W8Z3,2,2,6/2/2022,0
GC9W8Y4,2,2,6/2/2022,1
GC9W8XJ,2,2,6/2/2022,0
GC9W8X4,2,2,6/2/2022,0
GC9W8WB,2,2,6/2/2022,0
GC9W8VY,2,2,6/2/2022,3
GC9VKHX,2,2,6/2/2022,0
GC9VKFP,3,2,6/2/2022,0
GC9VKF0,1.5,1.5,6/2/2022,0
GC9VKDN,1.5,1.5,6/2/2022,1
GC9VJZB,1.5,4,6/2/2022,0
GC9VJ8W,1.5,3,6/1/2022,1
GC9VHNJ,1.5,1.5,6/1/2022,0
GC9WDVF,2,2,5/31/2022,4
GC9VGQN,1,1,5/31/2022,0
GC9VG36,2.5,1.5,5/31/2022,5
GC9VW2C,1.5,2.5,5/30/2022,0
GC9VG5E,2,1.5,5/30/2022,1
GC9VFHJ,2,1.5,5/30/2022,11
GC9VFG1,2.5,3,5/30/2022,0
GC9VFBW,1,1.5,5/30/2022,1
GC9VEME,5,1.5,5/30/2022,14
GC9VEF1,3.5,1.5,5/30/2022,2
GC9VEE7,3.5,1.5,5/30/2022,2
GC9RFM4,2.5,1.5,5/30/2022,11
GC9MAMJ,2,2,5/30/2022,4
GC9VDV2,1.5,1.5,5/29/2022,3
GC9VDRA,2.5,3,5/29/2022,0
GC9VDQW,2,2,5/29/2022,0
GC9VCKJ,2,2,5/29/2022,3
GC9VHH0,1.5,4,5/27/2022,0
GC9VA9N,1.5,1.5,5/27/2022,7
GC9V9A9,2,1.5,5/26/2022,0
GC9V8VJ,1.5,4,5/26/2022,3
GC9V8T1,2,1.5,5/25/2022,4
GC9V7T2,1.5,1.5,5/25/2022,1
GC9V7R0,2,2,5/25/2022,0
GC9V75R,1.5,1.5,5/25/2022,13
GC9P4QJ,1,3,5/25/2022,2
GC9V6R8,2,2,5/24/2022,0
GC9V6R5,2,2,5/24/2022,0
GC9V6QZ,2,1.5,5/24/2022,0
GC9V5BW,1.5,1.5,5/23/2022,1
GC9V53K,1.5,1.5,5/23/2022,0
GC9V3ZP,1.5,2.5,5/22/2022,1
GC9V3Z6,1.5,2,5/22/2022,0
GC9V3Q8,1,1.5,5/22/2022,0
GC9V3NR,1.5,2,5/22/2022,0
GC9V3KX,2,2,5/22/2022,0
GC9V3KT,2,2,5/22/2022,0
GC9V3KQ,2,2,5/22/2022,0
GC9V3KN,2,2,5/22/2022,0
GC9V3KH,2,2,5/22/2022,0
GC9V3K8,2,2,5/22/2022,0
GC9V3K1,2,2,5/22/2022,0
GC9V3JP,2,2,5/22/2022,0
GC9V3JJ,2,2,5/22/2022,0
GC9V3JH,2,2,5/22/2022,0
GC9V3JD,2,2,5/22/2022,0
GC9V3J7,2,2,5/22/2022,0
GC9V3J2,2,2,5/22/2022,0
GC9V3HQ,2,2,5/22/2022,0
GC9V3HM,2,2,5/22/2022,0
GC9V3HG,2,2,5/22/2022,0
GC9V3HC,2,2,5/22/2022,0
GC9V3H8,2,2,5/22/2022,0
GC9V3H3,2,2,5/22/2022,0
GC9V3GT,2,2,5/22/2022,0
GC9V1KM,1.5,2,5/22/2022,13
GC9VB6H,1.5,2,5/21/2022,2
GC9V2AM,3,1.5,5/21/2022,4
GC9V2AH,2.5,1.5,5/21/2022,0
GC9V2A8,2.5,1.5,5/21/2022,0
GC9V2A4,3.5,1.5,5/21/2022,1
GC9V29T,2,3,5/21/2022,3
GC9V27C,1.5,2.5,5/21/2022,8
GC9V113,2,2,5/20/2022,0
GC9V112,2,2,5/20/2022,0
GC9V10V,2,2,5/20/2022,0
GC9V10R,2,2,5/20/2022,0
GC9V10Q,2,2,5/20/2022,0
GC9V10M,2,2,5/20/2022,0
GC9V10G,2,2,5/20/2022,0
GC9V10D,2,2,5/20/2022,0
GC9V10A,2,1.5,5/20/2022,0
GC9V109,2,2,5/20/2022,0
GC9V108,2,2,5/20/2022,0
GC9V106,2,2,5/20/2022,0
GC9V0JQ,2,2,5/20/2022,0
GC9V0JM,2,2,5/20/2022,0
GC9V0JH,2,2,5/20/2022,0
GC9V0JC,2,2,5/20/2022,0
GC9V0JB,2,2,5/20/2022,0
GC9V0J8,2,2,5/20/2022,0
GC9V0J4,2,2,5/20/2022,0
GC9V0J0,2,2,5/20/2022,0
GC9V0HT,2,2,5/20/2022,0
GC9V0HP,2,2,5/20/2022,0
GC9V0HM,2,2,5/20/2022,0
GC9V0HH,2,2,5/20/2022,0
GC9V0HD,2,2,5/20/2022,0
GC9V0G0,2,2,5/20/2022,0
GC9V0FY,2,2,5/20/2022,0
GC9V0FW,2,2,5/20/2022,0
GC9V0FQ,2,2,5/20/2022,1
GC9V0ET,1.5,1,5/20/2022,6
GC9TZVP,3,3.5,5/20/2022,1
GC9TZWE,2,2.5,5/19/2022,2
GC9TZ7X,2.5,3,5/19/2022,0
GC9TZ5J,1.5,1.5,5/19/2022,16
GC9V3Z9,1.5,1.5,5/18/2022,4
GC9TYBY,2,1,5/18/2022,12
GC9VAHV,1.5,1.5,5/17/2022,1
GC9VAHK,1.5,2.5,5/17/2022,3
GC9TX8N,2,1.5,5/17/2022,0
GC9TX8H,1.5,2,5/17/2022,0
GC9TX7A,2,2,5/17/2022,2
GC9TX79,2,2,5/17/2022,0
GC9TX76,2,2,5/17/2022,0
GC9TX74,2,2,5/17/2022,0
GC9TX71,2,2,5/17/2022,0
GC9TX6Z,2,2,5/17/2022,0
GC9TX6Y,2,2,5/17/2022,0
GC9TX6W,2,2,5/17/2022,0
GC9TX6Q,2,2,5/17/2022,0
GC9TX6M,2,2,5/17/2022,0
GC9TX6G,2,2,5/17/2022,0
GC9TX6E,2,2,5/17/2022,0
GC9TX6D,2,2,5/17/2022,0
GC9TX6A,2,2,5/17/2022,0
GC9TX69,2,2,5/17/2022,0
GC9TX64,2,2,5/17/2022,0
GC9TX5Z,2,2,5/17/2022,0
GC9TX5T,2,2,5/17/2022,0
GC9TX5N,2,2,5/17/2022,0
GC9TX5J,2,2,5/17/2022,0
GC9TX5F,2,2,5/17/2022,0
GC9TX53,2,2,5/17/2022,0
GC9TX50,2,2,5/17/2022,0
GC9TWYY,2,2,5/17/2022,0
GC9TWC3,2.5,2.5,5/17/2022,0
GC9TWBX,2.5,2.5,5/17/2022,0
GC9TXXQ,2,3,5/16/2022,4
GC9TVNJ,1.5,1,5/16/2022,5
GC9TVH6,1.5,1.5,5/16/2022,0
GC9TVGF,1.5,1.5,5/16/2022,1
GC9TVG8,1.5,2,5/16/2022,1
GC9TVCQ,2,2,5/16/2022,0
GC9TTZF,2,3,5/15/2022,1
GC9TTG8,2,2,5/15/2022,0
GC9TT4D,1,2.5,5/15/2022,0
GC9TT3F,1,2.5,5/15/2022,0
GC9TR6K,2,1.5,5/15/2022,2
GC9TR6H,2,1.5,5/15/2022,1
GC9TR69,2,1.5,5/15/2022,1
GC9TR65,2,1.5,5/15/2022,1
GC9TQNJ,1.5,1.5,5/14/2022,0
GC9TQHH,1,3,5/14/2022,5
GC9TPRG,2,2,5/13/2022,0
GC9TPQQ,1.5,2,5/13/2022,1
GC9TPFC,2,2.5,5/13/2022,1
GC9TP0G,1.5,1.5,5/13/2022,11
GC9TNN9,2.5,2,5/13/2022,0
GC9TMWD,4,1.5,5/12/2022,1
GC9TMFR,2,2.5,5/11/2022,1
GC9TMFN,2,2.5,5/11/2022,0
GC9TMFJ,2,2.5,5/11/2022,0
GC9TMFH,2,2.5,5/11/2022,1
GC9TMFE,2,2.5,5/11/2022,0
GC9TMFD,2,2.5,5/11/2022,0
GC9TMFB,2,2.5,5/11/2022,1
GC9TMF8,2,2.5,5/11/2022,1
GC9TMF6,2,2.5,5/11/2022,0
GC9TMF4,2,2.5,5/11/2022,0
GC9TMF1,2,2.5,5/11/2022,0
GC9TMEX,2,2.5,5/11/2022,0
GC9TMET,2,2.5,5/11/2022,0
GC9TMEN,2,2.5,5/11/2022,0
GC9TMD9,1.5,1.5,5/11/2022,0
GC9TMCX,2,2,5/11/2022,3
GC9TMCN,2,2.5,5/11/2022,0
GC9TMCM,2,2.5,5/11/2022,0
GC9TMCK,2,2.5,5/11/2022,0
GC9TMCG,2,2.5,5/11/2022,0
GC9TMCD,2,2.5,5/11/2022,1
GC9TM0Y,2.5,1,5/11/2022,0
GC9TKQA,1.5,1,5/11/2022,5
GC9RM6K,4,2,5/11/2022,9
GC9TK84,2,1,5/10/2022,0
GC9TK7B,1.5,1,5/10/2022,1
GC9TK6Z,2,2,5/10/2022,1
GC9TK4R,1,1.5,5/10/2022,1
GC9TJKF,1,1.5,5/10/2022,0
GC9RM6W,4,1.5,5/10/2022,6
GC9THXR,1.5,2.5,5/9/2022,0
GC9THXG,1.5,2.5,5/9/2022,3
GC9THWN,2.5,2,5/9/2022,10
GC9THMT,3.5,2.5,5/9/2022,0
GC9THM8,3.5,2,5/9/2022,2
GC9T0G5,2.5,3,5/9/2022,0
GC9T0FW,2,3,5/9/2022,0
GC9T0FR,1.5,3,5/9/2022,0
GC9RZ8K,2,3,5/9/2022,0
GC9RZ8G,2,3,5/9/2022,2
GC9RTXZ,2,2,5/9/2022,2
GC9RTXJ,1.5,2,5/9/2022,4
GC9REPW,2.5,2.5,5/9/2022,0
GC9REPN,2.5,3,5/9/2022,5
GC9REPD,1.5,2.5,5/9/2022,0
GC9REP8,2,2,5/9/2022,0
GC9REKY,1.5,1.5,5/9/2022,3
GC9TG72,1,1.5,5/8/2022,3
GC9TEGJ,1.5,1.5,5/7/2022,0
GC9TEEE,1.5,1.5,5/7/2022,0
GC9TEB8,1.5,1.5,5/7/2022,3
GC9TEA7,1.5,2.5,5/7/2022,1
GC9TE9J,2.5,2.5,5/7/2022,8
GC9TX85,2,1.5,5/6/2022,0
GC9TD0A,1.5,2.5,5/6/2022,0
GC9TCXW,1.5,1.5,5/6/2022,10
GC9TCR7,3.5,4.5,5/6/2022,1
GC9TCQZ,3,4.5,5/6/2022,0
GC9TCQH,2,4,5/6/2022,0
GC9TCQF,2,4,5/6/2022,0
GC9TCQ7,5,5,5/6/2022,3
GC9TBWC,3,1.5,5/5/2022,0
GC9TBTV,2,2,5/5/2022,0
GC9TBR8,1.5,1.5,5/5/2022,2
GC9TBN5,3,3.5,5/5/2022,2
GC9TBA6,1,1.5,5/5/2022,1
GC9TAJF,1.5,1.5,5/4/2022,0
GC9TAGH,1.5,1.5,5/4/2022,1
GC9T99X,1.5,1.5,5/3/2022,1
GC9T981,1.5,1.5,5/3/2022,3
GC9T8XW,2,3.5,5/3/2022,0
GC9T8NC,2,1.5,5/3/2022,3
GC9T7TE,1.5,1.5,5/2/2022,4
GC9T7JP,1,1.5,5/2/2022,3
GC9T7D6,2.5,1.5,5/2/2022,10
GC9TDCD,2,2.5,5/1/2022,1
GC9P85H,1.5,1.5,5/1/2022,16
GC9WWV5,1.5,1.5,4/30/2022,1
GC9T44Q,1.5,1.5,4/30/2022,0
GC9T442,2.5,1.5,4/30/2022,9
GC9T423,2.5,2.5,4/30/2022,7
GC9T41R,2,2.5,4/30/2022,4
GC9T41M,1.5,1.5,4/30/2022,0
GC9T41J,1.5,1.5,4/30/2022,0
GC9T41F,1.5,1.5,4/30/2022,9
GC9T41E,1.5,1.5,4/30/2022,0
GC9T416,1.5,1.5,4/30/2022,0
GC9T3T1,2,1.5,4/30/2022,4
GC9T3QB,1,1.5,4/30/2022,0
GC9WWW0,1.5,2,4/29/2022,0
GC9WWT9,1.5,1.5,4/29/2022,0
GC9T2MZ,2.5,3,4/29/2022,0
GC9T1D7,1.5,1.5,4/28/2022,1
GC9T1C6,2,2,4/28/2022,2
GC9T1C4,2,2,4/28/2022,1
GC9T1C2,2,2,4/28/2022,1
GC9T1BY,2,2,4/28/2022,0
GC9T1BX,2,2,4/28/2022,0
GC9T1BT,2,2,4/28/2022,0
GC9T1BQ,2,2,4/28/2022,0
